,Class,y_test,y_pred
1066,NEW_RELFRE,2.0,2.0
1743,NEW_RELFRE,0.0,0.0
844,NEW_RELFRE,0.0,0.0
1993,NEW_RELFRE,1.0,0.0
942,NEW_RELFRE,2.0,2.0
614,NEW_RELFRE,1.0,2.0
1941,NEW_RELFRE,1.0,1.0
435,NEW_RELFRE,2.0,2.0
287,NEW_RELFRE,2.0,2.0
758,NEW_RELFRE,0.0,0.0
1991,NEW_RELFRE,2.0,2.0
1513,NEW_RELFRE,2.0,2.0
262,NEW_RELFRE,1.0,1.0
433,NEW_RELFRE,0.0,0.0
817,NEW_RELFRE,0.0,0.0
1636,NEW_RELFRE,1.0,1.0
610,NEW_RELFRE,2.0,2.0
324,NEW_RELFRE,2.0,2.0
592,NEW_RELFRE,1.0,2.0
400,NEW_RELFRE,1.0,2.0
1006,NEW_RELFRE,0.0,0.0
445,NEW_RELFRE,2.0,2.0
553,NEW_RELFRE,1.0,0.0
1227,NEW_RELFRE,0.0,0.0
1531,NEW_RELFRE,2.0,2.0
1761,NEW_RELFRE,2.0,2.0
428,NEW_RELFRE,2.0,2.0
1674,NEW_RELFRE,2.0,2.0
926,NEW_RELFRE,2.0,2.0
983,NEW_RELFRE,2.0,2.0
1939,NEW_RELFRE,2.0,2.0
871,NEW_RELFRE,2.0,2.0
1015,NEW_RELFRE,2.0,2.0
1630,NEW_RELFRE,1.0,1.0
1489,NEW_RELFRE,1.0,1.0
192,NEW_RELFRE,2.0,2.0
1115,NEW_RELFRE,2.0,2.0
1032,NEW_RELFRE,2.0,2.0
179,NEW_RELFRE,1.0,0.0
306,NEW_RELFRE,2.0,2.0
633,NEW_RELFRE,0.0,0.0
608,NEW_RELFRE,2.0,2.0
314,NEW_RELFRE,0.0,0.0
1945,NEW_RELFRE,2.0,2.0
579,NEW_RELFRE,2.0,2.0
503,NEW_RELFRE,2.0,1.0
1849,NEW_RELFRE,1.0,2.0
876,NEW_RELFRE,2.0,2.0
286,NEW_RELFRE,0.0,1.0
1609,NEW_RELFRE,2.0,2.0
1677,NEW_RELFRE,2.0,2.0
1520,NEW_RELFRE,2.0,2.0
390,NEW_RELFRE,0.0,0.0
1426,NEW_RELFRE,1.0,0.0
1403,NEW_RELFRE,0.0,0.0
1855,NEW_RELFRE,0.0,0.0
1554,NEW_RELFRE,1.0,2.0
539,NEW_RELFRE,2.0,2.0
350,NEW_RELFRE,2.0,2.0
1287,NEW_RELFRE,0.0,0.0
1931,NEW_RELFRE,0.0,0.0
1125,NEW_RELFRE,2.0,2.0
937,NEW_RELFRE,2.0,2.0
15,NEW_RELFRE,1.0,1.0
1212,NEW_RELFRE,2.0,2.0
943,NEW_RELFRE,2.0,2.0
1749,NEW_RELFRE,2.0,2.0
628,NEW_RELFRE,0.0,0.0
993,NEW_RELFRE,2.0,2.0
486,NEW_RELFRE,1.0,1.0
209,NEW_RELFRE,1.0,2.0
1254,NEW_RELFRE,1.0,1.0
1097,NEW_RELFRE,0.0,0.0
1178,NEW_RELFRE,2.0,2.0
1356,NEW_RELFRE,2.0,2.0
2007,NEW_RELFRE,0.0,0.0
1020,NEW_RELFRE,2.0,2.0
1458,NEW_RELFRE,2.0,2.0
1471,NEW_RELFRE,2.0,2.0
1108,NEW_RELFRE,1.0,1.0
1810,NEW_RELFRE,1.0,1.0
45,NEW_RELFRE,2.0,2.0
288,NEW_RELFRE,2.0,2.0
1347,NEW_RELFRE,2.0,2.0
105,NEW_RELFRE,2.0,2.0
896,NEW_RELFRE,1.0,1.0
1515,NEW_RELFRE,2.0,2.0
1370,NEW_RELFRE,2.0,2.0
111,NEW_RELFRE,2.0,2.0
1954,NEW_RELFRE,2.0,2.0
518,NEW_RELFRE,1.0,2.0
2051,NEW_RELFRE,2.0,2.0
1342,NEW_RELFRE,2.0,2.0
783,NEW_RELFRE,2.0,2.0
1292,NEW_RELFRE,1.0,1.0
1153,NEW_RELFRE,2.0,2.0
1353,NEW_RELFRE,2.0,2.0
637,NEW_RELFRE,1.0,1.0
616,NEW_RELFRE,2.0,2.0
74,NEW_RELFRE,2.0,1.0
1102,NEW_RELFRE,1.0,0.0
1262,NEW_RELFRE,2.0,2.0
1214,NEW_RELFRE,0.0,1.0
1711,NEW_RELFRE,2.0,1.0
502,NEW_RELFRE,2.0,2.0
1386,NEW_RELFRE,0.0,0.0
527,NEW_RELFRE,2.0,2.0
1801,NEW_RELFRE,0.0,0.0
1622,NEW_RELFRE,1.0,2.0
2060,NEW_RELFRE,2.0,2.0
767,NEW_RELFRE,2.0,2.0
1984,NEW_RELFRE,1.0,1.0
1794,NEW_RELFRE,2.0,2.0
325,NEW_RELFRE,2.0,2.0
1696,NEW_RELFRE,1.0,1.0
425,NEW_RELFRE,1.0,0.0
721,NEW_RELFRE,2.0,2.0
1628,NEW_RELFRE,2.0,2.0
323,NEW_RELFRE,1.0,1.0
238,NEW_RELFRE,1.0,0.0
1762,NEW_RELFRE,0.0,0.0
736,NEW_RELFRE,2.0,2.0
1588,NEW_RELFRE,2.0,0.0
851,NEW_RELFRE,1.0,1.0
1608,NEW_RELFRE,0.0,0.0
153,NEW_RELFRE,2.0,2.0
814,NEW_RELFRE,0.0,0.0
740,NEW_RELFRE,1.0,1.0
1440,NEW_RELFRE,1.0,1.0
1091,NEW_RELFRE,0.0,0.0
1328,NEW_RELFRE,2.0,2.0
600,NEW_RELFRE,2.0,2.0
1377,WORKER,1.0,1.0
140,WORKER,1.0,1.0
660,WORKER,1.0,1.0
620,WORKER,1.0,1.0
1467,WORKER,0.0,0.0
1244,WORKER,2.0,2.0
90,WORKER,2.0,2.0
317,WORKER,0.0,0.0
1471,WORKER,1.0,1.0
1171,WORKER,1.0,0.0
1900,WORKER,0.0,1.0
1725,WORKER,1.0,1.0
405,WORKER,1.0,1.0
164,WORKER,0.0,1.0
245,WORKER,1.0,0.0
2002,WORKER,1.0,0.0
1189,WORKER,1.0,1.0
1444,WORKER,2.0,2.0
521,WORKER,0.0,0.0
1481,WORKER,0.0,0.0
1427,WORKER,2.0,2.0
412,WORKER,2.0,2.0
1836,WORKER,1.0,1.0
627,WORKER,1.0,1.0
2025,WORKER,0.0,0.0
557,WORKER,0.0,0.0
171,WORKER,1.0,0.0
2071,WORKER,1.0,1.0
1520,WORKER,1.0,1.0
1204,WORKER,1.0,1.0
1390,WORKER,0.0,1.0
1935,WORKER,2.0,1.0
1816,WORKER,0.0,0.0
1526,WORKER,2.0,2.0
2028,WORKER,1.0,1.0
1371,WORKER,1.0,1.0
1257,WORKER,2.0,2.0
1124,WORKER,0.0,0.0
624,WORKER,0.0,0.0
325,WORKER,2.0,2.0
1075,WORKER,2.0,2.0
1051,WORKER,2.0,2.0
649,WORKER,0.0,0.0
1366,WORKER,0.0,1.0
1738,WORKER,0.0,0.0
1310,WORKER,1.0,1.0
494,WORKER,0.0,2.0
1361,WORKER,1.0,1.0
124,WORKER,1.0,2.0
1629,WORKER,0.0,1.0
1378,WORKER,1.0,1.0
760,WORKER,0.0,0.0
1127,WORKER,1.0,1.0
1206,WORKER,0.0,0.0
658,WORKER,1.0,1.0
1222,WORKER,2.0,2.0
613,WORKER,1.0,1.0
1164,WORKER,0.0,0.0
280,WORKER,2.0,2.0
1513,WORKER,2.0,2.0
1758,WORKER,1.0,1.0
1250,WORKER,2.0,2.0
464,WORKER,2.0,2.0
1476,WORKER,0.0,0.0
257,WORKER,2.0,2.0
831,WORKER,0.0,0.0
1946,WORKER,0.0,1.0
802,WORKER,0.0,0.0
1321,WORKER,1.0,1.0
1760,WORKER,1.0,1.0
1633,WORKER,1.0,2.0
1683,WORKER,0.0,0.0
302,WORKER,2.0,2.0
84,WORKER,1.0,1.0
1998,WORKER,1.0,1.0
236,WORKER,1.0,1.0
846,WORKER,0.0,0.0
2062,WORKER,1.0,0.0
34,WORKER,1.0,2.0
1400,WORKER,0.0,0.0
909,WORKER,0.0,0.0
515,WORKER,1.0,1.0
352,WORKER,2.0,2.0
1649,WORKER,0.0,0.0
294,WORKER,1.0,2.0
1984,WORKER,1.0,1.0
992,WORKER,0.0,0.0
1958,WORKER,0.0,0.0
611,WORKER,2.0,2.0
569,WORKER,2.0,1.0
778,WORKER,0.0,0.0
1060,WORKER,1.0,1.0
1924,WORKER,0.0,0.0
1647,WORKER,1.0,0.0
1802,WORKER,2.0,2.0
830,WORKER,2.0,2.0
623,WORKER,0.0,0.0
1071,WORKER,0.0,0.0
1693,WORKER,1.0,1.0
1251,WORKER,1.0,1.0
1811,WORKER,1.0,2.0
1550,WORKER,1.0,1.0
1483,WORKER,1.0,1.0
1750,WORKER,2.0,1.0
397,WORKER,1.0,1.0
1434,WORKER,0.0,0.0
150,WORKER,1.0,1.0
940,WORKER,1.0,1.0
1547,WORKER,1.0,0.0
884,WORKER,2.0,2.0
137,WORKER,0.0,0.0
1501,WORKER,0.0,0.0
1740,WORKER,0.0,0.0
1855,WORKER,0.0,0.0
1195,WORKER,0.0,0.0
695,WORKER,2.0,2.0
817,WORKER,0.0,0.0
1994,WORKER,0.0,0.0
701,WORKER,0.0,0.0
341,WORKER,2.0,1.0
1325,WORKER,0.0,0.0
1176,WORKER,1.0,1.0
2006,WORKER,0.0,1.0
1752,WORKER,1.0,1.0
1805,WORKER,1.0,2.0
1609,WORKER,2.0,1.0
710,WORKER,1.0,1.0
536,WORKER,1.0,1.0
1040,WORKER,0.0,0.0
386,WORKER,0.0,1.0
726,WORKER,1.0,1.0
1305,WORKER,1.0,1.0
1718,WORKER,1.0,1.0
1859,WORKER,0.0,0.0
566,WORKER,0.0,0.0
1667,WORKER,2.0,2.0
2061,WORKER,1.0,1.0
1008,WORKER,0.0,0.0
313,WORKER,2.0,1.0
1793,WORKER,0.0,0.0
942,WORKER,0.0,0.0
1897,WORKER,1.0,1.0
1809,WORKER,0.0,1.0
496,WORKER,1.0,0.0
753,WORKER,0.0,0.0
699,WORKER,0.0,1.0
1862,WORKER,1.0,1.0
272,WORKER,2.0,1.0
2009,WORKER,1.0,1.0
432,WORKER,0.0,0.0
2011,WORKER,0.0,0.0
296,WORKER,2.0,2.0
775,WORKER,1.0,1.0
1327,WORKER,0.0,0.0
27,WORKER,2.0,2.0
384,WORKER,2.0,1.0
82,WORKER,0.0,0.0
725,WORKER,1.0,1.0
1405,WORKER,1.0,1.0
1797,WORKER,1.0,2.0
1126,WORKER,0.0,0.0
636,WORKER,2.0,1.0
826,WORKER,0.0,0.0
1052,WORKER,1.0,1.0
1590,WORKER,0.0,1.0
583,WORKER,1.0,1.0
1479,WORKER,0.0,1.0
2010,WORKER,0.0,1.0
1450,WORKER,2.0,2.0
1650,WORKER,0.0,0.0
448,WORKER,0.0,1.0
1653,WORKER,1.0,1.0
1112,WORKER,1.0,1.0
798,WORKER,0.0,0.0
976,WORKER,1.0,1.0
835,WORKER,0.0,0.0
145,WORKER,1.0,0.0
1999,WORKER,1.0,1.0
1291,WORKER,1.0,1.0
449,WORKER,2.0,1.0
1528,WORKER,1.0,1.0
840,WORKER,2.0,2.0
1651,WORKER,2.0,1.0
1078,WORKER,1.0,1.0
426,WORKER,1.0,1.0
740,WORKER,1.0,1.0
1789,WORKER,1.0,1.0
217,WORKER,2.0,1.0
548,WORKER,0.0,1.0
1355,WORKER,1.0,1.0
1764,WORKER,0.0,1.0
572,WORKER,0.0,1.0
1695,WORKER,1.0,1.0
1102,WORKER,0.0,0.0
1335,WORKER,1.0,2.0
40,WORKER,0.0,0.0
1720,WORKER,1.0,1.0
1340,WORKER,0.0,0.0
1050,WORKER,2.0,2.0
160,WORKER,2.0,2.0
1640,WORKER,0.0,0.0
207,WORKER,1.0,2.0
498,WORKER,2.0,2.0
1839,WORKER,0.0,0.0
712,WORKER,1.0,1.0
516,WORKER,1.0,1.0
61,WORKER,2.0,2.0
1845,WORKER,1.0,1.0
1936,WORKER,0.0,0.0
1324,WORKER,2.0,2.0
900,WORKER,1.0,1.0
1576,WORKER,0.0,0.0
1415,WORKER,1.0,1.0
1599,WORKER,1.0,1.0
1591,WORKER,0.0,0.0
1898,WORKER,1.0,1.0
304,WORKER,1.0,1.0
2004,WORKER,0.0,0.0
1614,WORKER,1.0,2.0
1065,WORKER,1.0,1.0
905,WORKER,1.0,1.0
2036,WORKER,1.0,1.0
323,WORKER,1.0,1.0
1909,WORKER,1.0,1.0
767,WORKER,0.0,0.0
98,WORKER,2.0,1.0
77,WORKER,2.0,2.0
801,WORKER,0.0,1.0
1363,WORKER,1.0,1.0
443,WORKER,1.0,0.0
379,WORKER,1.0,1.0
93,WORKER,2.0,2.0
436,WORKER,1.0,0.0
434,WORKER,1.0,1.0
270,WORKER,1.0,2.0
89,WORKER,2.0,2.0
206,WORKER,1.0,1.0
1643,WORKER,1.0,1.0
738,WORKER,0.0,0.0
1588,WORKER,1.0,0.0
584,WORKER,1.0,1.0
1948,WORKER,0.0,0.0
522,WORKER,1.0,1.0
1082,WORKER,1.0,1.0
1634,WORKER,1.0,1.0
1409,WORKER,1.0,1.0
1625,WORKER,2.0,1.0
533,WORKER,1.0,1.0
54,WORKER,0.0,0.0
1491,WORKER,0.0,0.0
368,WORKER,0.0,0.0
892,WORKER,0.0,0.0
567,WORKER,2.0,1.0
1539,WORKER,1.0,1.0
282,WORKER,2.0,2.0
96,WORKER,2.0,2.0
1988,WORKER,1.0,1.0
910,WORKER,1.0,1.0
497,WORKER,1.0,0.0
661,WORKER,1.0,2.0
995,WORKER,0.0,0.0
871,WORKER,2.0,2.0
38,WORKER,2.0,1.0
1178,WORKER,1.0,1.0
1264,WORKER,0.0,0.0
678,WORKER,1.0,1.0
856,WORKER,2.0,1.0
1179,WORKER,1.0,1.0
512,WORKER,2.0,2.0
1635,WORKER,1.0,0.0
1652,WORKER,1.0,1.0
387,WORKER,1.0,1.0
1658,WORKER,2.0,2.0
53,WORKER,2.0,1.0
1896,WORKER,0.0,0.0
212,WORKER,1.0,1.0
972,WORKER,0.0,0.0
433,WORKER,0.0,0.0
1996,WORKER,1.0,1.0
686,WORKER,0.0,2.0
1260,WORKER,1.0,1.0
403,WORKER,1.0,1.0
1719,WORKER,1.0,1.0
685,WORKER,2.0,2.0
1388,WORKER,1.0,1.0
1182,WORKER,1.0,1.0
1474,WORKER,2.0,2.0
233,WORKER,2.0,1.0
1497,WORKER,0.0,0.0
1289,WORKER,1.0,1.0
1067,WORKER,1.0,1.0
1499,WORKER,0.0,0.0
1850,WORKER,0.0,0.0
1686,WORKER,2.0,1.0
377,WORKER,1.0,1.0
1967,WORKER,1.0,1.0
1133,WORKER,1.0,1.0
1115,WORKER,2.0,2.0
1365,WORKER,0.0,0.0
1823,WORKER,1.0,0.0
158,WORKER,1.0,2.0
388,WORKER,0.0,1.0
1502,WORKER,1.0,1.0
1769,WORKER,2.0,2.0
1056,WORKER,2.0,2.0
2058,WORKER,1.0,1.0
1694,WORKER,1.0,1.0
424,WORKER,1.0,1.0
242,WORKER,0.0,0.0
1674,WORKER,0.0,1.0
477,WORKER,2.0,1.0
1832,WORKER,0.0,0.0
1282,WORKER,0.0,1.0
337,WORKER,2.0,1.0
510,WORKER,2.0,2.0
87,WORKER,2.0,2.0
862,WORKER,1.0,1.0
734,WORKER,0.0,2.0
1774,WORKER,1.0,2.0
481,WORKER,2.0,1.0
1498,WORKER,0.0,0.0
717,WORKER,1.0,1.0
1636,WORKER,0.0,0.0
1583,WORKER,1.0,1.0
1279,WORKER,2.0,2.0
1580,WORKER,1.0,1.0
447,WORKER,1.0,0.0
465,WORKER,2.0,2.0
1617,WORKER,1.0,1.0
1827,WORKER,1.0,1.0
1744,WORKER,1.0,1.0
550,WORKER,0.0,0.0
674,WORKER,0.0,0.0
1023,WORKER,2.0,2.0
1910,WORKER,1.0,1.0
703,WORKER,2.0,1.0
1545,WORKER,1.0,1.0
331,WORKER,1.0,1.0
1007,WORKER,0.0,0.0
305,WORKER,0.0,1.0
1408,WORKER,2.0,2.0
1129,WORKER,1.0,1.0
1516,WORKER,1.0,1.0
1323,WORKER,0.0,0.0
1768,WORKER,0.0,0.0
1058,WORKER,1.0,1.0
629,WORKER,2.0,2.0
1542,WORKER,0.0,0.0
499,WORKER,2.0,2.0
621,WORKER,0.0,0.0
91,WORKER,2.0,1.0
1101,WORKER,0.0,0.0
328,WORKER,2.0,1.0
64,WORKER,1.0,2.0
1763,WORKER,1.0,1.0
819,WORKER,2.0,1.0
774,WORKER,1.0,1.0
413,WORKER,2.0,2.0
1446,WORKER,1.0,1.0
1671,WORKER,0.0,0.0
1985,WORKER,1.0,1.0
707,WORKER,0.0,0.0
994,WORKER,1.0,1.0
1957,WORKER,0.0,1.0
1891,WORKER,1.0,1.0
1511,WORKER,1.0,1.0
456,WORKER,2.0,2.0
1831,WORKER,0.0,0.0
1342,WORKER,2.0,1.0
2047,WORKER,0.0,0.0
1533,WORKER,1.0,1.0
902,WORKER,0.0,0.0
240,WORKER,1.0,0.0
1867,WORKER,0.0,1.0
508,WORKER,2.0,2.0
1825,WORKER,0.0,0.0
1049,WORKER,1.0,1.0
694,WORKER,2.0,2.0
988,WORKER,1.0,1.0
179,WORKER,1.0,2.0
1144,WORKER,1.0,1.0
1963,WORKER,0.0,0.0
1944,WORKER,0.0,1.0
421,WORKER,2.0,1.0
957,WORKER,1.0,1.0
859,WORKER,1.0,1.0
1080,WORKER,2.0,2.0
882,WORKER,2.0,2.0
1034,WORKER,0.0,0.0
342,WORKER,2.0,1.0
232,WORKER,0.0,0.0
982,WORKER,1.0,1.0
310,WORKER,2.0,2.0
570,WORKER,0.0,0.0
1057,WORKER,2.0,2.0
869,WORKER,2.0,1.0
503,WORKER,2.0,2.0
1607,WORKER,1.0,1.0
1623,WORKER,1.0,2.0
739,WORKER,0.0,1.0
1137,WORKER,1.0,1.0
936,WORKER,0.0,1.0
1570,WORKER,1.0,1.0
1843,WORKER,0.0,0.0
316,WORKER,2.0,2.0
1428,WORKER,0.0,0.0
1395,WORKER,1.0,1.0
631,WORKER,0.0,0.0
573,WORKER,1.0,1.0
463,WORKER,1.0,0.0
1074,WORKER,0.0,0.0
1620,WORKER,1.0,2.0
1835,WORKER,0.0,0.0
1781,WORKER,1.0,1.0
1443,WORKER,1.0,1.0
491,WORKER,2.0,2.0
1847,WORKER,2.0,1.0
1419,WORKER,1.0,1.0
1201,WORKER,0.0,0.0
894,WORKER,0.0,0.0
1138,WORKER,1.0,1.0
696,WORKER,1.0,1.0
230,WORKER,2.0,1.0
1015,WORKER,1.0,1.0
214,WORKER,1.0,1.0
371,WORKER,0.0,0.0
1733,WORKER,0.0,0.0
2063,WORKER,1.0,1.0
381,WORKER,2.0,1.0
1950,WORKER,0.0,0.0
1169,WORKER,1.0,1.0
1737,WORKER,0.0,0.0
898,WORKER,0.0,0.0
2003,WORKER,1.0,2.0
1578,WORKER,1.0,1.0
1232,WORKER,0.0,0.0
948,WORKER,1.0,1.0
505,WORKER,1.0,0.0
453,WORKER,1.0,1.0
1806,WORKER,1.0,1.0
713,WORKER,0.0,0.0
1151,WORKER,0.0,0.0
2016,WORKER,0.0,0.0
749,WORKER,1.0,1.0
219,WORKER,2.0,2.0
645,WORKER,0.0,1.0
832,WORKER,1.0,1.0
723,WORKER,1.0,2.0
1544,WORKER,0.0,0.0
415,WORKER,1.0,2.0
967,WORKER,1.0,1.0
1424,WORKER,0.0,0.0
1820,WORKER,0.0,0.0
2017,WORKER,0.0,0.0
1817,WORKER,1.0,1.0
845,WORKER,2.0,2.0
654,WORKER,0.0,1.0
248,WORKER,0.0,0.0
19,WORKER,2.0,1.0
336,WORKER,1.0,1.0
1648,WORKER,0.0,1.0
1993,WORKER,1.0,1.0
1197,WORKER,0.0,0.0
990,WORKER,1.0,1.0
1518,WORKER,1.0,1.0
693,WORKER,1.0,2.0
937,WORKER,0.0,0.0
1519,WORKER,0.0,0.0
949,WORKER,2.0,1.0
551,WORKER,0.0,0.0
1991,WORKER,1.0,0.0
249,WORKER,1.0,1.0
943,WORKER,1.0,1.0
1780,WORKER,1.0,0.0
1783,WORKER,1.0,1.0
1703,WORKER,0.0,0.0
1217,WORKER,0.0,0.0
1586,WORKER,0.0,0.0
564,WORKER,1.0,0.0
741,WORKER,0.0,1.0
1387,WORKER,1.0,1.0
2048,WORKER,1.0,1.0
1879,WORKER,1.0,1.0
803,WORKER,1.0,1.0
1500,WORKER,1.0,1.0
1165,WORKER,0.0,0.0
391,WORKER,1.0,2.0
73,WORKER,0.0,0.0
1921,WORKER,0.0,0.0
605,WORKER,1.0,1.0
1381,WORKER,1.0,1.0
1676,WORKER,1.0,1.0
1193,WORKER,0.0,0.0
51,WORKER,0.0,0.0
125,WORKER,0.0,0.0
350,WORKER,2.0,2.0
1486,WORKER,1.0,1.0
435,WORKER,1.0,1.0
127,WORKER,2.0,2.0
917,WORKER,1.0,1.0
1453,WORKER,1.0,1.0
1380,WORKER,1.0,1.0
135,WORKER,1.0,1.0
1841,WORKER,0.0,0.0
588,WORKER,0.0,0.0
2051,WORKER,1.0,0.0
971,WORKER,0.0,0.0
1714,WORKER,1.0,1.0
2020,WORKER,0.0,0.0
668,WORKER,1.0,2.0
1858,WORKER,0.0,0.0
509,WORKER,0.0,0.0
1192,WORKER,1.0,1.0
1384,WORKER,1.0,1.0
664,WORKER,2.0,1.0
1878,WORKER,0.0,1.0
92,WORKER,2.0,2.0
1876,WORKER,0.0,0.0
1383,WORKER,1.0,1.0
1536,WORKER,1.0,1.0
680,WORKER,1.0,1.0
568,WORKER,0.0,0.0
1557,WORKER,0.0,0.0
597,WORKER,1.0,1.0
729,WORKER,0.0,1.0
825,WORKER,0.0,0.0
2060,WORKER,0.0,0.0
1447,WORKER,1.0,1.0
1922,WORKER,0.0,0.0
1455,WORKER,1.0,1.0
878,WORKER,0.0,2.0
488,WORKER,2.0,1.0
1118,WORKER,2.0,2.0
1228,WORKER,1.0,1.0
390,WORKER,1.0,1.0
288,WORKER,2.0,2.0
1782,WORKER,1.0,1.0
928,WORKER,1.0,1.0
1615,WORKER,1.0,1.0
1139,WORKER,1.0,1.0
847,WORKER,0.0,0.0
188,WORKER,1.0,1.0
837,WORKER,0.0,0.0
1316,WORKER,1.0,1.0
881,WORKER,0.0,0.0
1889,WORKER,0.0,1.0
886,WORKER,1.0,1.0
1821,WORKER,0.0,0.0
1401,WORKER,0.0,0.0
1517,WORKER,2.0,2.0
1247,WORKER,1.0,1.0
999,WORKER,0.0,0.0
364,WORKER,0.0,0.0
1710,WORKER,1.0,1.0
794,WORKER,1.0,1.0
1480,WORKER,1.0,1.0
1722,WORKER,1.0,1.0
1672,WORKER,1.0,1.0
1100,WORKER,0.0,0.0
1315,WORKER,2.0,2.0
1407,WORKER,0.0,0.0
950,WORKER,2.0,2.0
1073,WORKER,0.0,0.0
1105,WORKER,0.0,0.0
1319,WORKER,0.0,0.0
1475,WORKER,0.0,0.0
1172,WORKER,1.0,1.0
1508,WORKER,0.0,0.0
1398,WORKER,0.0,0.0
581,WORKER,1.0,1.0
1202,WECON,1.0,1.0
736,WECON,2.0,2.0
1105,WECON,1.0,1.0
1477,WECON,2.0,2.0
699,WECON,1.0,1.0
1205,WECON,2.0,2.0
956,WECON,2.0,2.0
1330,WECON,1.0,2.0
739,WECON,1.0,1.0
1541,WECON,1.0,1.0
1001,WECON,0.0,1.0
2037,WECON,2.0,2.0
139,WECON,1.0,1.0
405,WECON,1.0,1.0
390,WECON,1.0,1.0
915,WECON,1.0,1.0
573,WECON,1.0,1.0
1109,WECON,2.0,2.0
91,WECON,1.0,1.0
1482,WECON,1.0,1.0
1472,WECON,2.0,2.0
1025,WECON,1.0,1.0
435,WECON,2.0,2.0
1134,WECON,1.0,1.0
1768,WECON,1.0,1.0
667,WECON,1.0,1.0
717,WECON,1.0,1.0
1619,WECON,2.0,2.0
429,WECON,1.0,1.0
1820,WECON,1.0,1.0
890,WECON,2.0,2.0
1521,WECON,3.0,3.0
609,WECON,1.0,1.0
1245,WECON,1.0,1.0
922,WECON,2.0,1.0
1062,WECON,2.0,2.0
993,WECON,1.0,1.0
536,WECON,2.0,2.0
446,WECON,2.0,2.0
260,WECON,2.0,2.0
970,WECON,1.0,1.0
1389,WECON,1.0,2.0
1817,WECON,1.0,2.0
1924,WECON,0.0,1.0
1485,WECON,0.0,1.0
1623,WECON,3.0,3.0
1445,WECON,2.0,2.0
468,WECON,2.0,2.0
248,WECON,1.0,1.0
1797,WECON,3.0,3.0
1552,WECON,1.0,1.0
1907,WECON,1.0,1.0
570,WECON,1.0,1.0
624,WECON,1.0,1.0
615,WECON,1.0,1.0
1362,WECON,1.0,1.0
450,WECON,2.0,1.0
1707,WECON,1.0,1.0
873,WECON,2.0,2.0
1839,WECON,0.0,0.0
343,WECON,1.0,1.0
1020,WECON,2.0,2.0
1108,WECON,1.0,1.0
962,WECON,1.0,1.0
900,WECON,2.0,2.0
407,WECON,1.0,1.0
798,WECON,1.0,1.0
576,WECON,0.0,0.0
954,WECON,2.0,2.0
1471,WECON,2.0,2.0
833,WECON,1.0,1.0
85,WECON,2.0,2.0
839,WECON,1.0,2.0
976,WECON,1.0,1.0
141,WECON,1.0,1.0
34,WECON,1.0,1.0
1123,WECON,1.0,1.0
322,WECON,1.0,1.0
1847,WECON,2.0,2.0
1677,WECON,2.0,1.0
1784,WECON,2.0,2.0
710,WECON,1.0,1.0
834,WECON,2.0,1.0
439,WECON,1.0,1.0
1054,WECON,1.0,2.0
500,WECON,2.0,2.0
1400,WECON,1.0,1.0
1435,WECON,2.0,2.0
1963,WECON,1.0,1.0
1740,WECON,1.0,0.0
1401,WECON,0.0,1.0
830,WECON,2.0,2.0
743,WECON,1.0,0.0
427,WECON,1.0,1.0
554,WECON,1.0,1.0
1294,WECON,0.0,0.0
664,WECON,2.0,2.0
1614,WECON,3.0,2.0
1251,WECON,2.0,2.0
1810,WECON,1.0,1.0
370,WECON,2.0,1.0
778,WECON,1.0,1.0
1028,WECON,2.0,2.0
1708,WECON,0.0,1.0
325,WECON,2.0,2.0
2002,WECON,1.0,1.0
1529,WECON,0.0,1.0
1165,WECON,1.0,1.0
1223,WECON,1.0,1.0
713,WECON,2.0,2.0
882,WECON,3.0,3.0
1261,WECON,3.0,2.0
1328,WECON,1.0,1.0
1516,WECON,2.0,2.0
1117,WECON,2.0,2.0
300,WECON,2.0,2.0
1927,WECON,3.0,3.0
238,WECON,1.0,1.0
1819,WECON,0.0,1.0
1724,WECON,2.0,2.0
1260,WECON,2.0,3.0
933,WECON,2.0,2.0
173,WECON,1.0,1.0
151,WECON,1.0,1.0
1984,WECON,1.0,0.0
380,WECON,0.0,0.0
386,WECON,1.0,1.0
874,WECON,3.0,2.0
296,WECON,1.0,1.0
836,WECON,1.0,2.0
1177,WECON,1.0,1.0
1329,WECON,1.0,1.0
685,WECON,2.0,2.0
389,WECON,1.0,1.0
2061,WECON,1.0,1.0
497,WECON,1.0,1.0
437,WECON,1.0,1.0
1422,WECON,2.0,2.0
1511,WECON,1.0,2.0
1876,WECON,2.0,2.0
560,WECON,0.0,0.0
515,WECON,1.0,1.0
1709,WECON,1.0,0.0
697,WECON,2.0,2.0
1195,WECON,1.0,1.0
1710,WECON,2.0,1.0
304,WECON,1.0,1.0
1364,WECON,1.0,1.0
1308,WECON,1.0,1.0
1027,WECON,1.0,1.0
2011,WECON,0.0,1.0
275,WECON,1.0,1.0
27,WECON,1.0,1.0
1249,WECON,2.0,2.0
83,WECON,1.0,1.0
895,WECON,1.0,1.0
381,WECON,1.0,1.0
2066,WECON,1.0,2.0
1275,WECON,1.0,1.0
1900,WECON,0.0,1.0
1451,WECON,2.0,2.0
1049,WECON,2.0,2.0
588,WECON,1.0,1.0
2024,WECON,1.0,1.0
414,WECON,1.0,1.0
2010,WECON,0.0,0.0
